pageid	stratum	title	source_page	original_sha1	original_version_timestamp	artist_text	license	license_url	attribution_required	metadata_response	metadata_response_sha256
84541058	apple	File:OriginalPicture.png	https://commons.wikimedia.org/wiki/File:OriginalPicture.png	902c83c868186f77bde9e5a7062f0c3dfa3941bf	2019-12-02T03:55:58Z	Maharhar17	CC BY-SA 4.0	https://creativecommons.org/licenses/by-sa/4.0	true	raw/0010_metadata_0010_a1.response	d2f64415a640d414295bf67715358a185c07826a9155b225b102a89f3f97f641
162120171	apple	File:Apple in ilorin.jpg	https://commons.wikimedia.org/wiki/File:Apple_in_ilorin.jpg	bb50c7d7aef6d2247cf7f3d240cd29feb51a7cf0	2025-03-15T17:40:43Z	Olaasunbo	CC0	http://creativecommons.org/publicdomain/zero/1.0/deed.en	false	raw/0010_metadata_0010_a1.response	d2f64415a640d414295bf67715358a185c07826a9155b225b102a89f3f97f641
198209640	apple	File:Äppeldagar Vallby Friluftsmuseum 01.jpg	https://commons.wikimedia.org/wiki/File:%C3%84ppeldagar_Vallby_Friluftsmuseum_01.jpg	4f4081184079d302960038805c9a32910a7bed5e	2026-08-26T15:39:18Z	Arosbilder	CC BY 4.0	https://creativecommons.org/licenses/by/4.0	true	raw/0010_metadata_0010_a1.response	d2f64415a640d414295bf67715358a185c07826a9155b225b102a89f3f97f641
50570586	apple	File:Cidre3-2015.jpg	https://commons.wikimedia.org/wiki/File:Cidre3-2015.jpg	225c54e3481aa57c565eddf1a5d0e845f26e7dbf	2016-08-09T08:18:42Z	Lesgannes	CC BY-SA 4.0	https://creativecommons.org/licenses/by-sa/4.0	true	raw/0010_metadata_0010_a1.response	d2f64415a640d414295bf67715358a185c07826a9155b225b102a89f3f97f641
167235690	apple	File:Historische Apfelsorten.jpg	https://commons.wikimedia.org/wiki/File:Historische_Apfelsorten.jpg	6151df873e94a4db67295b89c8ef50255b069b00	2025-06-09T17:37:49Z	Cora6060	CC BY 4.0	https://creativecommons.org/licenses/by/4.0	true	raw/0011_metadata_0020_a1.response	792e21413bfb30be6bf9bc3e2c4f49fb3a8c1b3b6eae388d8fd66ae872b3c3a1
121635987	apple	File:Red Juicy Apples.jpg	https://commons.wikimedia.org/wiki/File:Red_Juicy_Apples.jpg	d6b42ce6dcce6c486ae31e43d4e8ae94c58e4887	2022-08-12T06:55:39Z	Carriagehouse2011	CC BY 2.0	https://creativecommons.org/licenses/by/2.0	true	raw/0011_metadata_0020_a1.response	792e21413bfb30be6bf9bc3e2c4f49fb3a8c1b3b6eae388d8fd66ae872b3c3a1
176490295	apple	File:Bulk Bin of Apples.jpg	https://commons.wikimedia.org/wiki/File:Bulk_Bin_of_Apples.jpg	d000b8052c0f03c1972790e75d9e7c4fc9a692ab	2025-10-11T02:20:58Z	Pkgx	CC0	http://creativecommons.org/publicdomain/zero/1.0/deed.en	false	raw/0011_metadata_0020_a1.response	792e21413bfb30be6bf9bc3e2c4f49fb3a8c1b3b6eae388d8fd66ae872b3c3a1
175557969	apple	File:Green apples in Kinnaur.jpg	https://commons.wikimedia.org/wiki/File:Green_apples_in_Kinnaur.jpg	70179a6df4335bf23deebbe1d8e665d30cfb5e73	2025-09-25T10:45:18Z	Chhering Palkit Negi	CC BY-SA 4.0	https://creativecommons.org/licenses/by-sa/4.0	true	raw/0011_metadata_0020_a1.response	792e21413bfb30be6bf9bc3e2c4f49fb3a8c1b3b6eae388d8fd66ae872b3c3a1
114549870	apple	File:Faded apple – 發 (6168519269).png	https://commons.wikimedia.org/wiki/File:Faded_apple_%E2%80%93_%E7%99%BC_(6168519269).png	bd7d01f6b75f968d3c33ccd7fcb535545dab7fb8	2022-01-23T03:51:22Z	Joybot	CC BY-SA 2.0	https://creativecommons.org/licenses/by-sa/2.0	true	raw/0011_metadata_0020_a1.response	792e21413bfb30be6bf9bc3e2c4f49fb3a8c1b3b6eae388d8fd66ae872b3c3a1
102159716	apple	File:Logo HelppA.svg	https://commons.wikimedia.org/wiki/File:Logo_HelppA.svg	ccc83e7717ccf5b4567148e2e901cfc7c10bff34	2021-03-23T19:25:43Z	Тима Миха	CC BY-SA 4.0	https://creativecommons.org/licenses/by-sa/4.0	true	raw/0011_metadata_0020_a1.response	792e21413bfb30be6bf9bc3e2c4f49fb3a8c1b3b6eae388d8fd66ae872b3c3a1
154916542	apple	File:MOs810 WG 38 2024 (Wisła - Pogórze) Autumn in an orchard near Klimontów.jpg	https://commons.wikimedia.org/wiki/File:MOs810_WG_38_2024_(Wis%C5%82a_-_Pog%C3%B3rze)_Autumn_in_an_orchard_near_Klimont%C3%B3w.jpg	33b8650bc04c2cc1ec0cb0d10054bdc7813aa6e8	2024-11-05T20:30:15Z	MOs810	CC BY 4.0	https://creativecommons.org/licenses/by/4.0	true	raw/0011_metadata_0020_a1.response	792e21413bfb30be6bf9bc3e2c4f49fb3a8c1b3b6eae388d8fd66ae872b3c3a1
123263506	apple	File:Donnerstag 22.09 (5).JPG	https://commons.wikimedia.org/wiki/File:Donnerstag_22.09_(5).JPG	f028300951a7bf3c218ee43aa32b5197bf3de897	2022-09-22T16:12:50Z	Wald-Burger8	CC BY-SA 4.0	https://creativecommons.org/licenses/by-sa/4.0	true	raw/0011_metadata_0020_a1.response	792e21413bfb30be6bf9bc3e2c4f49fb3a8c1b3b6eae388d8fd66ae872b3c3a1
101816669	apple	File:Apples 5.jpg	https://commons.wikimedia.org/wiki/File:Apples_5.jpg	5050cfc72c2c371c2a791fe16de5303210a6b4d7	2021-03-19T08:11:28Z	Jahangeer0094	CC BY-SA 4.0	https://creativecommons.org/licenses/by-sa/4.0	true	raw/0011_metadata_0020_a1.response	792e21413bfb30be6bf9bc3e2c4f49fb3a8c1b3b6eae388d8fd66ae872b3c3a1
149412466	apple	File:Pörtschach Winklern 10.-Oktober-Straße 67 Kronprinz Rudolf-Äpfel 15062024 5125.jpg	https://commons.wikimedia.org/wiki/File:P%C3%B6rtschach_Winklern_10.-Oktober-Stra%C3%9Fe_67_Kronprinz_Rudolf-%C3%84pfel_15062024_5125.jpg	1bc56b21b2decbe08e9f50c26532a82b4b94fe4d	2024-06-15T15:53:13Z	Johann Jaritz	CC BY-SA 4.0	https://creativecommons.org/licenses/by-sa/4.0	true	raw/0011_metadata_0020_a1.response	792e21413bfb30be6bf9bc3e2c4f49fb3a8c1b3b6eae388d8fd66ae872b3c3a1
166932522	apple	File:Gamioxarrea 20230123 16 4.jpg	https://commons.wikimedia.org/wiki/File:Gamioxarrea_20230123_16_4.jpg	856a3698408a2b89bbf24dca4ff7a4562824b14c	2025-06-06T01:22:37Z	Ttipi-Ttapa	CC BY-SA 4.0	https://creativecommons.org/licenses/by-sa/4.0	true	raw/0012_metadata_0030_a1.response	f3bb61e1287a13c4336947a82f775450534669143d7d3ab78bfe750fe4afe089
79163213	apple	File:Three men picking apples in orchard, Yakima Valley, ca 1910s (INDOCC 1364).jpg	https://commons.wikimedia.org/wiki/File:Three_men_picking_apples_in_orchard,_Yakima_Valley,_ca_1910s_(INDOCC_1364).jpg	9d5afd0727e67e91316174da48651144e816f993	2019-05-23T16:01:26Z	Webster and Stevens	Public domain		false	raw/0012_metadata_0030_a1.response	f3bb61e1287a13c4336947a82f775450534669143d7d3ab78bfe750fe4afe089
17360476	apple	File:Avkvenkat1.jpg	https://commons.wikimedia.org/wiki/File:Avkvenkat1.jpg	f277a8039a262e6933b208ae92563c635528ea7a	2011-11-15T14:19:29Z	Agasthyathepirate at English Wikipedia	CC0	http://creativecommons.org/publicdomain/zero/1.0/deed.en	false	raw/0012_metadata_0030_a1.response	f3bb61e1287a13c4336947a82f775450534669143d7d3ab78bfe750fe4afe089
198209654	apple	File:Äppeldagar Vallby Friluftsmuseum 07.jpg	https://commons.wikimedia.org/wiki/File:%C3%84ppeldagar_Vallby_Friluftsmuseum_07.jpg	5037e2db9d6cfeb2b8b7b6fd646d939b2eea64cb	2026-08-26T15:39:28Z	Arosbilder	CC BY 4.0	https://creativecommons.org/licenses/by/4.0	true	raw/0012_metadata_0030_a1.response	f3bb61e1287a13c4336947a82f775450534669143d7d3ab78bfe750fe4afe089
163535558	apple	File:La pomme.jpg	https://commons.wikimedia.org/wiki/File:La_pomme.jpg	6590ffed419d9ceb3a8daa0ccbf42246bf29087b	2025-04-13T19:00:28Z	BOKOBA veroly	CC BY-SA 4.0	https://creativecommons.org/licenses/by-sa/4.0	true	raw/0012_metadata_0030_a1.response	f3bb61e1287a13c4336947a82f775450534669143d7d3ab78bfe750fe4afe089
104636001	apple	File:Starr-210116-8967-Malus pumila-assorted fall varieties Anna Granny Smith and King David with neneleau sumac leaf turning colors and pear-Hawea Pl Olinda-Maui (51089746845).jpg	https://commons.wikimedia.org/wiki/File:Starr-210116-8967-Malus_pumila-assorted_fall_varieties_Anna_Granny_Smith_and_King_David_with_neneleau_sumac_leaf_turning_colors_and_pear-Hawea_Pl_Olinda-Maui_(51089746845).jpg	db2f8f835a8bc73038b400f187aa9bfdbe8bacf1	2021-04-29T21:03:16Z	Forest and Kim Starr	CC BY 2.0	https://creativecommons.org/licenses/by/2.0	true	raw/0012_metadata_0030_a1.response	f3bb61e1287a13c4336947a82f775450534669143d7d3ab78bfe750fe4afe089
43444338	apple	File:Kleingartenanlage Famos (Berlin-Pankow) 2013 (Alter Fritz) 49.JPG	https://commons.wikimedia.org/wiki/File:Kleingartenanlage_Famos_(Berlin-Pankow)_2013_(Alter_Fritz)_49.JPG	29697cb6569989ccd75fba13828bd4402859eef8	2015-09-20T18:10:05Z	Alter Fritz	CC BY-SA 4.0	https://creativecommons.org/licenses/by-sa/4.0	true	raw/0012_metadata_0030_a1.response	f3bb61e1287a13c4336947a82f775450534669143d7d3ab78bfe750fe4afe089
93004714	apple	File:Noordwijk - Eetappel (Malus x domestica).jpg	https://commons.wikimedia.org/wiki/File:Noordwijk_-_Eetappel_(Malus_x_domestica).jpg	a72eb6655d024d8d1012660001b9db8a1a164835	2020-08-09T21:43:00Z	Rudolphous	CC BY-SA 4.0	https://creativecommons.org/licenses/by-sa/4.0	true	raw/0012_metadata_0030_a1.response	f3bb61e1287a13c4336947a82f775450534669143d7d3ab78bfe750fe4afe089
85053657	apple	File:Apple chip bug.jpg	https://commons.wikimedia.org/wiki/File:Apple_chip_bug.jpg	68040d4b1b6274443b077903861a51a21ef68ebf	2019-12-19T20:05:11Z	Thue	CC0	http://creativecommons.org/publicdomain/zero/1.0/deed.en	false	raw/0012_metadata_0030_a1.response	f3bb61e1287a13c4336947a82f775450534669143d7d3ab78bfe750fe4afe089
2989542	apple	File:Faîs'sie d'Cidre 2007 sign d.jpg	https://commons.wikimedia.org/wiki/File:Fa%C3%AEs%27sie_d%27Cidre_2007_sign_d.jpg	bc812085176836a8fd33b53c77f942c8afcc1bf5	2007-10-29T08:31:49Z	Man vyi	Public domain		false	raw/0012_metadata_0030_a1.response	f3bb61e1287a13c4336947a82f775450534669143d7d3ab78bfe750fe4afe089
138627017	apple	File:Katovice, moštárna, 20221105 091439.jpg	https://commons.wikimedia.org/wiki/File:Katovice,_mo%C5%A1t%C3%A1rna,_20221105_091439.jpg	b5c0a05601016da3c7be4c8830719da044d02c82	2023-10-08T20:50:33Z	Draceane	CC BY-SA 4.0	https://creativecommons.org/licenses/by-sa/4.0	true	raw/0013_metadata_0040_a1.response	34aba443dd13aab2e20e7a4f717d2f07875b4c2df58562dd9ae9facb86e422ff
190519464	apple	File:A red apple rests on a wooden surface, showcasing a small hole that adds character to its appearance.jpg	https://commons.wikimedia.org/wiki/File:A_red_apple_rests_on_a_wooden_surface,_showcasing_a_small_hole_that_adds_character_to_its_appearance.jpg	809db535328d0b2a6ff26b310d8d78597710bb1b	2026-04-27T06:02:03Z	Shixart1985	CC BY 2.0	https://creativecommons.org/licenses/by/2.0	true	raw/0013_metadata_0040_a1.response	34aba443dd13aab2e20e7a4f717d2f07875b4c2df58562dd9ae9facb86e422ff
163679404	apple	File:Pommes-2025.jpg	https://commons.wikimedia.org/wiki/File:Pommes-2025.jpg	bb10eac56f0f26192ff6a2ece5d09ec70c72fd2e	2025-04-16T23:33:45Z	Cheikh cherif	CC BY-SA 4.0	https://creativecommons.org/licenses/by-sa/4.0	true	raw/0013_metadata_0040_a1.response	34aba443dd13aab2e20e7a4f717d2f07875b4c2df58562dd9ae9facb86e422ff
185956473	apple	File:Bad apple- Gala apple showing liquefying rot 05.jpg	https://commons.wikimedia.org/wiki/File:Bad_apple-_Gala_apple_showing_liquefying_rot_05.jpg	ce5bc3d8f3e8d9eb1230ec11747f6ce88e9f1193	2026-03-12T02:50:38Z	The Eloquent Peasant	CC BY 4.0	https://creativecommons.org/licenses/by/4.0	true	raw/0013_metadata_0040_a1.response	34aba443dd13aab2e20e7a4f717d2f07875b4c2df58562dd9ae9facb86e422ff
86042179	apple	File:Restos de una manzana en la arena de la playa.jpg	https://commons.wikimedia.org/wiki/File:Restos_de_una_manzana_en_la_arena_de_la_playa.jpg	4f56a4c97d0657565eb15689efaf15f29e2999b4	2020-01-18T13:05:09Z	Elduendesuarez	CC BY-SA 4.0	https://creativecommons.org/licenses/by-sa/4.0	true	raw/0013_metadata_0040_a1.response	34aba443dd13aab2e20e7a4f717d2f07875b4c2df58562dd9ae9facb86e422ff
187370672	apple	File:Manzanas, agricultura frutícola.jpg	https://commons.wikimedia.org/wiki/File:Manzanas,_agricultura_frut%C3%ADcola.jpg	0617ead86b7aa503a435857031380a8a59ea66bb	2026-03-29T09:19:51Z	Juan Emilio Prades Bel	CC BY-SA 4.0	https://creativecommons.org/licenses/by-sa/4.0	true	raw/0013_metadata_0040_a1.response	34aba443dd13aab2e20e7a4f717d2f07875b4c2df58562dd9ae9facb86e422ff
6595429	apple	File:Health benefits of apples.svg	https://commons.wikimedia.org/wiki/File:Health_benefits_of_apples.svg	720d583aac20b3a099a64ebf117473f5d0ecd2a8	2012-02-19T09:46:46Z	Mikael Häggström	Public domain		false	raw/0013_metadata_0040_a1.response	34aba443dd13aab2e20e7a4f717d2f07875b4c2df58562dd9ae9facb86e422ff
112672710	apple	File:HK SYP 西環 Sai Ying Pun 第二街 Second Street 裕新大廈 Yue Sun Mansion shop 大昌食品 DCM Food Deluxe November 2021 SS2 04.jpg	https://commons.wikimedia.org/wiki/File:HK_SYP_%E8%A5%BF%E7%92%B0_Sai_Ying_Pun_%E7%AC%AC%E4%BA%8C%E8%A1%97_Second_Street_%E8%A3%95%E6%96%B0%E5%A4%A7%E5%BB%88_Yue_Sun_Mansion_shop_%E5%A4%A7%E6%98%8C%E9%A3%9F%E5%93%81_DCM_Food_Deluxe_November_2021_SS2_04.jpg	99727e53d3677c297416089de82a1981fae1121b	2021-11-21T04:02:41Z	BAIMWICI GWOUX	CC BY-SA 4.0	https://creativecommons.org/licenses/by-sa/4.0	true	raw/0013_metadata_0040_a1.response	34aba443dd13aab2e20e7a4f717d2f07875b4c2df58562dd9ae9facb86e422ff
162975074	apple	File:Ябчанка.jpg	https://commons.wikimedia.org/wiki/File:%D0%AF%D0%B1%D1%87%D0%B0%D0%BD%D0%BA%D0%B0.jpg	98b51d82676c94c4cc90c9c202c9ad2c6aab7a4a	2025-03-30T10:59:44Z	Samurai2593	CC BY-SA 4.0	https://creativecommons.org/licenses/by-sa/4.0	true	raw/0013_metadata_0040_a1.response	34aba443dd13aab2e20e7a4f717d2f07875b4c2df58562dd9ae9facb86e422ff
138488100	apple	File:Синяківці. Доспівають яблука.jpg	https://commons.wikimedia.org/wiki/File:%D0%A1%D0%B8%D0%BD%D1%8F%D0%BA%D1%96%D0%B2%D1%86%D1%96._%D0%94%D0%BE%D1%81%D0%BF%D1%96%D0%B2%D0%B0%D1%8E%D1%82%D1%8C_%D1%8F%D0%B1%D0%BB%D1%83%D0%BA%D0%B0.jpg	f8cf94d00cc32a69c1fd8a15557306b8959ff8f4	2023-10-04T19:44:51Z	Oleg Melnuk	CC BY-SA 4.0	https://creativecommons.org/licenses/by-sa/4.0	true	raw/0013_metadata_0040_a1.response	34aba443dd13aab2e20e7a4f717d2f07875b4c2df58562dd9ae9facb86e422ff
41705522	apple	File:Apples after harvest in India.jpg	https://commons.wikimedia.org/wiki/File:Apples_after_harvest_in_India.jpg	c3fafbc2a4a867fd42cc3c93609003ac6b542daf	2015-07-20T03:54:31Z	Atudu	CC BY-SA 4.0	https://creativecommons.org/licenses/by-sa/4.0	true	raw/0014_metadata_0050_a1.response	b8395dcf88b41715caa8a532c6838fc7e13f8a38eb4f4ce9ff4add63e618f82b
166279779	apple	File:Fallobst Mörlenbach Naturschutzgebiet In der Erbach WDPA 318598.jpg	https://commons.wikimedia.org/wiki/File:Fallobst_M%C3%B6rlenbach_Naturschutzgebiet_In_der_Erbach_WDPA_318598.jpg	bd3df7790dae85c7520c480534132d211f0a4035	2025-05-29T13:06:33Z	IgorCalzone1	CC0	http://creativecommons.org/publicdomain/zero/1.0/deed.en	false	raw/0014_metadata_0050_a1.response	b8395dcf88b41715caa8a532c6838fc7e13f8a38eb4f4ce9ff4add63e618f82b
176808126	apple	File:Manzanas Golden.jpg	https://commons.wikimedia.org/wiki/File:Manzanas_Golden.jpg	86e42b4658082a8659aebedccb72008ad260d322	2025-10-16T13:30:47Z	Juan Emilio Prades Bel	CC BY 4.0	https://creativecommons.org/licenses/by/4.0	true	raw/0014_metadata_0050_a1.response	b8395dcf88b41715caa8a532c6838fc7e13f8a38eb4f4ce9ff4add63e618f82b
179211386	apple	File:Manzanas cocinadas al horno. Gastronomía de los pueblos de la Plana de L'Arc (Castellón).jpg	https://commons.wikimedia.org/wiki/File:Manzanas_cocinadas_al_horno._Gastronom%C3%ADa_de_los_pueblos_de_la_Plana_de_L%27Arc_(Castell%C3%B3n).jpg	e1794c6aa4afa871a28e4158efb1bde5423a4857	2025-11-30T19:30:54Z	Juan Emilio Prades Bel	CC BY 4.0	https://creativecommons.org/licenses/by/4.0	true	raw/0014_metadata_0050_a1.response	b8395dcf88b41715caa8a532c6838fc7e13f8a38eb4f4ce9ff4add63e618f82b
74097924	apple	File:Canada Building, Alaska Yukon Pacific Exposition, Seattle, 1909 (AYP 293).jpeg	https://commons.wikimedia.org/wiki/File:Canada_Building,_Alaska_Yukon_Pacific_Exposition,_Seattle,_1909_(AYP_293).jpeg	f47a178f67ab26b3851ffae807a842b4f1ac70c7	2018-11-03T16:46:24Z	Frank H. Nowell	Public domain		false	raw/0014_metadata_0050_a1.response	b8395dcf88b41715caa8a532c6838fc7e13f8a38eb4f4ce9ff4add63e618f82b
99129647	apple	File:Diseased apple.jpg	https://commons.wikimedia.org/wiki/File:Diseased_apple.jpg	659462ba3239a6243e86377ec827e3aef10e6c4a	2021-01-21T23:26:34Z	Bill Kasman	CC0	http://creativecommons.org/publicdomain/zero/1.0/deed.en	false	raw/0014_metadata_0050_a1.response	b8395dcf88b41715caa8a532c6838fc7e13f8a38eb4f4ce9ff4add63e618f82b
81242932	apple	File:Äpplen 001.jpg	https://commons.wikimedia.org/wiki/File:%C3%84pplen_001.jpg	e8e79b3860ee78b1f6cd2d931a9b8e4ec5fa041f	2019-08-11T16:39:57Z	Bernt Fransson	CC BY-SA 4.0	https://creativecommons.org/licenses/by-sa/4.0	true	raw/0014_metadata_0050_a1.response	b8395dcf88b41715caa8a532c6838fc7e13f8a38eb4f4ce9ff4add63e618f82b
3033777	apple	File:Cs-jablko.ogg	https://commons.wikimedia.org/wiki/File:Cs-jablko.ogg	65894f49b85a0576fc758a2cc2e49b864fcbe9c8	2007-11-06T19:05:19Z	Veronika Daňková, Vion Nicolas	CC BY 2.0 fr	https://creativecommons.org/licenses/by/2.0/fr/deed.en	true	raw/0014_metadata_0050_a1.response	b8395dcf88b41715caa8a532c6838fc7e13f8a38eb4f4ce9ff4add63e618f82b
542905	apple	File:Ramo di melo.jpg	https://commons.wikimedia.org/wiki/File:Ramo_di_melo.jpg	bc75b3c4a3afe4b8c508525db3999dbfe49cd71b	2006-01-29T15:42:18Z		CC BY-SA 2.5	https://creativecommons.org/licenses/by-sa/2.5	true	raw/0014_metadata_0050_a1.response	b8395dcf88b41715caa8a532c6838fc7e13f8a38eb4f4ce9ff4add63e618f82b
43605036	apple	File:Manzanita de Apple.jpg	https://commons.wikimedia.org/wiki/File:Manzanita_de_Apple.jpg	4fab200476b9595359aaedac3abce3ea7ec319a5	2015-09-24T18:43:57Z	Luis Gonzalo Molina	CC BY-SA 4.0	https://creativecommons.org/licenses/by-sa/4.0	true	raw/0014_metadata_0050_a1.response	b8395dcf88b41715caa8a532c6838fc7e13f8a38eb4f4ce9ff4add63e618f82b
